serial,title,category,region,system,mapping_files
SLES-00863,Colony Wars (Italy) (Disc 1),Games,PAL,PSX,
SLES-10863,Colony Wars (Italy) (Disc 2),Games,PAL,PSX,
SLES-03118,F1 Championship Season 2000 (Italy),Games,PAL,PSX,
SLES-02724,F1 2000 (Italy),Games,PAL,PSX,
SLES-01808,Hugo 2 (Italy),Games,PAL,PSX,
SLES-01411,O.D.T. (Italy),Games,PAL,PSX,
SLES-00855,G-Police (Italy) (Disc 1),Games,PAL,PSX,
SLES-10855,G-Police (Italy) (Disc 2),Games,PAL,PSX,
SLES-00452,Robo Pit (Europe),Games,PAL,PSX,
SLES-01208,"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-00464,Heart of Darkness (Italy) (Disc 1),Games,PAL,PSX,
SLES-00464#,Heart of Darkness (Italy) (Disc 1),Games,PAL,PSX,
SLES-00464#2,Heart of Darkness (Italy) (Disc 1),Games,PAL,PSX,
SLES-10464,Heart of Darkness (Italy) (Disc 2),Games,PAL,PSX,
SLES-10464#,Heart of Darkness (Italy) (Disc 2),Games,PAL,PSX,
SLES-10464#2,Heart of Darkness (Italy) (Disc 2),Games,PAL,PSX,
SCES-03035,Disney La Sirenetta II (Italy),Games,PAL,PSX,
SCES-03874-P,Disney Lilo & Stitch - Grossi Guai alle Hawaii (Italy),Games,PAL,PSX,
SLES-03522,Men in Black - The Series - Crashdown (Italy),Games,PAL,PSX,
SLES-03522#,Men in Black - The Series - Crashdown (Italy),Games,PAL,PSX,
SLES-03833,2002 FIFA World Cup (Italy),Games,PAL,PSX,
SLES-03131,NBA Live 2001 (Italy),Games,PAL,PSX,
SLES-03496,Necronomicon - Ispirato alle opere di H.P. Lovecraft (Italy) (Disc 1),Games,PAL,PSX,
SLES-13496,Necronomicon - Ispirato alle opere di H.P. Lovecraft (Italy) (Disc 2),Games,PAL,PSX,
SLES-03640,Disney Pippo Giochi Pazzi (Italy),Games,PAL,PSX,
SLES-02889/P,Spider-Man (Italy),Games,PAL,PSX,
SLES-02037,Star Wars - Episodio I - La Minaccia Fantasma (Italy),Games,PAL,PSX,
SCES-13047,"Legend of Dragoon, The (Spain) (Disc 2)",Games,PAL,PSX,
SCES-03700,Syphon Filter 3 (Italy),Games,PAL,PSX,
SCES-03700-P,Syphon Filter 3 (Italy),Games,PAL,PSX,
SLES-03258-P,Disney Tigro e la Caccia al Miele (Italy),Games,PAL,PSX,
SCES-23047,"Legend of Dragoon, The (Spain) (Disc 3)",Games,PAL,PSX,
SCES-33047,"Legend of Dragoon, The (Spain) (Disc 4)",Games,PAL,PSX,
SCES-01703,This Is Football (Italy),Games,PAL,PSX,
SCES-01911,Syphon Filter (France),Games,PAL,PSX,
SLES-03935,Cleopatra Fortune (Europe),Games,PAL,PSX,
SLES-03935#,Cleopatra Fortune (Europe),Games,PAL,PSX,
SLES-01597,Egypte 1156 AV. J.-C. - L'Enigme de la Tombe Royale (France),Games,PAL,PSX,
SLES-00588,Crusader - No Remorse (France),Games,PAL,PSX,
SLES-01088,Forsaken (Italy),Games,PAL,PSX,
SLES-01028,Actua Soccer 2 (Italy),Games,PAL,PSX,
SCES-01233,Spice World (Italy),Games,PAL,PSX,
SLES-00643,Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 1),Games,PAL,PSX,
SLES-10643,Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 2),Games,PAL,PSX,
SLES-02580,UEFA Champions League - Season 1999-2000 (Italy),Games,PAL,PSX,
SLES-04001,M&M's - Shell Shocked (France),Games,PAL,PSX,
SLES-02137,"Aironauts (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-01667,Hugo (Italy),Games,PAL,PSX,
SCES-03940,Disney Il Pianeta del Tesoro (Italy),Games,PAL,PSX,
SCES-03940/ITA/P,Disney Il Pianeta del Tesoro (Italy),Games,PAL,PSX,
SCES-03026,Walt Disney Il Libro della Giungla - Il Ballo della Giungla (Italy),Games,PAL,PSX,
SLES-01450,Knockout Kings 99 (France),Games,PAL,PSX,
SLES-01341,"Absolute Football (France) (En,Fr,De,Es,It,Pt)",Games,PAL,PSX,
SLES-03693,Barbie - Aventuriere (France),Games,PAL,PSX,
SCES-01520,Disney-Pixar A Bug's Life (France),Games,PAL,PSX,
SCES-03004,Disney Aladdin - La Revanche de Nasira (France),Games,PAL,PSX,
SCES-03872-P,Disney Lilo & Stitch - Ouragan sur Hawai (France),Games,PAL,PSX,
SLES-13349,Dracula 2 - Le Dernier Sanctuaire (France) (Disc 2),Games,PAL,PSX,
SLES-12758,Dracula - Resurrection (France) (Disc 2),Games,PAL,PSX,
SLES-04166,FIFA Football 2005 (France),Games,PAL,PSX,
SLES-03122,Knockout Kings 2001 (France),Games,PAL,PSX,
SLES-03129,NBA Live 2001 (France),Games,PAL,PSX,
SLES-03719,NBA Live 2002 (France),Games,PAL,PSX,
SLES-03494,Necronomicon - L'Aube des Tenebres (France) (Disc 1),Games,PAL,PSX,
SLES-13494,Necronomicon - L'Aube des Tenebres (France) (Disc 2),Games,PAL,PSX,
SLES-03184,Pour l'Or et la Gloire - La Route d'Eldorado (France),Games,PAL,PSX,
SCES-02286/P,Syphon Filter 2 (France) (Disc 1) (Rev 1),Games,PAL,PSX,
SCES-12286/P,Syphon Filter 2 (France) (Disc 2) (Rev 1),Games,PAL,PSX,
SCES-03698,Syphon Filter 3 (France),Games,PAL,PSX,
SCES-03698-P,Syphon Filter 3 (France),Games,PAL,PSX,
SLES-03795,"Pro Evolution Soccer (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-03135,007 - Le Monde ne Suffit Pas (France),Games,PAL,PSX,
SCES-03014/P,Disney Kuzco - L'Empereur Megalo (France),Games,PAL,PSX,
SCES-03938,Disney La Planete au Tresor (France),Games,PAL,PSX,
SLES-02405,Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse ! (France),Games,PAL,PSX,
SCES-02813,Chase the Express (France) (Disc 1),Games,PAL,PSX,
SCES-12813,Chase the Express (France) (Disc 2),Games,PAL,PSX,
SCES-03711,Disney Peter Pan - Aventures au Pays Imaginaire (France),Games,PAL,PSX,
SLES-03440,Duke Nukem - Land of the Babes (France),Games,PAL,PSX,
SLES-03978,FIFA Football 2003 (France),Games,PAL,PSX,
SCES-03073,"Monde des Bleus 2, Le (France)",Games,PAL,PSX,
SLES-03064,LNF Stars 2001 (France),Games,PAL,PSX,
SCES-02488,Barbie - Sports Extreme (France),Games,PAL,PSX,
SLES-01266,Coupe du Monde 98 (France),Games,PAL,PSX,
SCES-03033,Disney La Petite Sirene 2 (France),Games,PAL,PSX,
SLES-03969,NBA Live 2003 (France),Games,PAL,PSX,
SLES-02705,UEFA Euro 2000 (France),Games,PAL,PSX,
SLES-04116,FIFA Football 2004 (France),Games,PAL,PSX,
SLES-03174,Louvre - L'Ultime Malediction (France) (Disc 1),Games,PAL,PSX,
SLES-13174,Louvre - L'Ultime Malediction (France) (Disc 2),Games,PAL,PSX,
SLES-01746,UEFA Champions League - Stagione 1998-99 (Italy),Games,PAL,PSX,
SLES-03347,F1 World Grand Prix (Italy),Games,PAL,PSX,
SCES-03749,Disney Pooh e Tigro! E Qui la Festa (Italy),Games,PAL,PSX,
SCES-03749#,Disney Pooh e Tigro! E Qui la Festa (Italy),Games,PAL,PSX,
SLES-02395,"Michelin Rally Masters - Race of Champions (Europe) (Fr,Es,It)",Games,PAL,PSX,
SLES-03721,NBA Live 2002 (Italy),Games,PAL,PSX,
SLES-02319,FIFA 2000 (Italy),Games,PAL,PSX,
SCES-03765,Disney-Pixar Monsters & Co. - L'Isola dello Spavento (Italy),Games,PAL,PSX,
SCES-03765#,Disney-Pixar Monsters & Co. - L'Isola dello Spavento (Italy),Games,PAL,PSX,
SCES-03765-P,Disney-Pixar Monsters & Co. - L'Isola dello Spavento (Italy),Games,PAL,PSX,
SLES-01284,Premier Manager 98 (Italy),Games,PAL,PSX,
SLES-03898,"Moorhen 3 - Chicken Chase (Europe) (Es,It)",Games,PAL,PSX,
SLES-01459,R-C Stunt Copter (Europe),Games,PAL,PSX,
SLES-02027,Legacy of Kain - Soul Reaver (Italy),Games,PAL,PSX,
SLES-02805,Alone in the Dark - The New Nightmare (Italy) (Disc 1),Games,PAL,PSX,
SLES-02805/P,Alone in the Dark - The New Nightmare (Italy) (Disc 1),Games,PAL,PSX,
SLES-02761,Dracula - La Risurrezione (Italy) (Disc 1),Games,PAL,PSX,
SLES-12761,Dracula - La Risurrezione (Italy) (Disc 2),Games,PAL,PSX,
SLES-02210,Dino Crisis (Italy),Games,PAL,PSX,
SCES-01913,Syphon Filter (Italy),Games,PAL,PSX,
SLES-12805,Alone in the Dark - The New Nightmare (Italy) (Disc 2),Games,PAL,PSX,
SLES-12805/P,Alone in the Dark - The New Nightmare (Italy) (Disc 2),Games,PAL,PSX,
SLES-03868,Marcel Desailly Pro Football (France),Games,PAL,PSX,
SLES-03520,Men in Black - The Series - Crashdown (France),Games,PAL,PSX,
SLES-03520#,Men in Black - The Series - Crashdown (France),Games,PAL,PSX,
SLES-03520#2,Men in Black - The Series - Crashdown (France),Games,PAL,PSX,
SLES-03480,Qui Veut Gagner des Millions  (France),Games,PAL,PSX,
SLES-02989,Silent Bomber (France),Games,PAL,PSX,
SLES-02887/P,Spider-Man (France),Games,PAL,PSX,
SCES-03820,Stuart Little 2 (France),Games,PAL,PSX,
SLES-03242,TechnoMage - En Quete de L'Eternite (France),Games,PAL,PSX,
SLES-01742,Warzone 2100 (France),Games,PAL,PSX,
SLES-01742#,Warzone 2100 (France),Games,PAL,PSX,
SLES-04062,Trickshot (Europe),Games,PAL,PSX,
SLES-00812,Xenocracy - The Ultimate Solar War (France),Games,PAL,PSX,
SLES-02698,Resident Evil 3 - Nemesis (Ireland),Games,PAL,PSX,
SLES-00922,ReBoot (Europe),Games,PAL,PSX,
SCES-03016/P,Disney Le Follie dell'Imperatore (Italy),Games,PAL,PSX,
SLES-03214,Blade (France),Games,PAL,PSX,
SLES-03435,Digimon World (France),Games,PAL,PSX,
SCES-01917,G-Police - Weapons of Justice (France),Games,PAL,PSX,
SLES-02202,Jade Cocoon - Story of the Tamamayu (France),Games,PAL,PSX,
SLES-02202#,Jade Cocoon - Story of the Tamamayu (France),Games,PAL,PSX,
SLES-02462,Tenchu 2 - Birth of the Stealth Assassins (France),Games,PAL,PSX,
SLES-02398#,Grandia (France) (Disc 1),Games,PAL,PSX,
SLES-12398#,Grandia (France) (Disc 2),Games,PAL,PSX,
SLES-02898,Koudelka (France) (Disc 1),Games,PAL,PSX,
SLES-12898,Koudelka (France) (Disc 2),Games,PAL,PSX,
SLES-22898,Koudelka (France) (Disc 3),Games,PAL,PSX,
SLES-32898,Koudelka (France) (Disc 4),Games,PAL,PSX,
SLES-00660,Wing Commander IV - The Price of Freedom (France) (Disc 1),Games,PAL,PSX,
SLES-10660,Wing Commander IV - The Price of Freedom (France) (Disc 2),Games,PAL,PSX,
SLES-20660,Wing Commander IV - The Price of Freedom (France) (Disc 3),Games,PAL,PSX,
SLES-30660,Wing Commander IV - The Price of Freedom (France) (Disc 4),Games,PAL,PSX,
PCPX 96087,Granstream Denki - The Granstream Saga (Japan) (Demo),Demos,NTSC-J,PSX,
SLES-03638,Disney Dingo Une Journee de Dingue! (France),Games,PAL,PSX,
SLES-02891,Disney Dinosaure (France),Games,PAL,PSX,
SCES-03024,Walt Disney Le Livre de la Jungle - Groove Party (France),Games,PAL,PSX,
SLES-03312,Disney-Pixar Les Aventures de Buzz L'Eclair (France),Games,PAL,PSX,
SCES-03763-P,Disney-Pixar Monstres & Cie - L'ile de l'Epouvante (France),Games,PAL,PSX,
SCES-01074,Ghost in the Shell (France),Games,PAL,PSX,
SLES-03333,Tomb Raider - Sur les Traces de Lara Croft (France),Games,PAL,PSX,
SCES-02028,Ape Escape (France),Games,PAL,PSX,
SLES-00305,Blazing Dragons (France),Games,PAL,PSX,
SLES-02747,Die Hard Trilogy 2 - Viva Las Vegas (France),Games,PAL,PSX,
SLES-03948,Yu-Gi-Oh! Forbidden Memories (France),Games,PAL,PSX,
SLES-00656,Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 1),Games,PAL,PSX,
SLES-10656,Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 2),Games,PAL,PSX,
SLES-02113,SaGa Frontier 2 (France),Games,PAL,PSX,
SLES-00905,NASCAR 98 (Europe),Games,PAL,PSX,
SLES-00170,"City of Lost Children, The (Europe) (En,Es,It)",Games,PAL,PSX,
SLES-00747,"All Star Soccer (Europe) (En,Fr,De,It)",Games,PAL,PSX,
SLES-04017,Ballerburg (Europe),Games,PAL,PSX,
SLES-00292,Crypt Killer (Europe),Games,PAL,PSX,
SLES-02900,Koudelka (Italy) (Disc 1),Games,PAL,PSX,
SLES-12900,Koudelka (Italy) (Disc 2),Games,PAL,PSX,
SLES-22900,Koudelka (Italy) (Disc 3),Games,PAL,PSX,
SLES-32900,Koudelka (Italy) (Disc 4),Games,PAL,PSX,
SCES-00801,Broken Sword II - La Profezia dei Maya (Italy),Games,PAL,PSX,
SCES-01920,G-Police - Weapons of Justice (Italy),Games,PAL,PSX,
SCES-02006,Disney Libro Animato Creativo - Mulan (Italy),Games,PAL,PSX,
SCES-02152,A Sangue Freddo (Italy) (Disc 1),Games,PAL,PSX,
SCES-02152/T1,A Sangue Freddo (Italy) (Disc 1),Games,PAL,PSX,
SCES-12152,A Sangue Freddo (Italy) (Disc 2),Games,PAL,PSX,
SCES-12152/T2,A Sangue Freddo (Italy) (Disc 2),Games,PAL,PSX,
SCES-02368,Barbie - Race & Ride (Italy),Games,PAL,PSX,
SCES-03006,Disney Aladdin - La Vendetta di Nasira (Italy),Games,PAL,PSX,
SCES-03006/P,Disney Aladdin - La Vendetta di Nasira (Italy),Games,PAL,PSX,
SCES-03075,This Is Football 2 (Italy),Games,PAL,PSX,
SCES-03366,"C-12 - Final Resistance (Europe) (Es,It)",Games,PAL,PSX,
SCES-03366-P,"C-12 - Final Resistance (Europe) (Es,It)",Games,PAL,PSX,
SCES-03366-T,"C-12 - Final Resistance (Europe) (Es,It)",Games,PAL,PSX,
SLES-01940,40 Winks (Italy),Games,PAL,PSX,
SCES-03539,Disney Atlantis - L'Impero Perduto (Italy),Games,PAL,PSX,
SCES-03539-P,Disney Atlantis - L'Impero Perduto (Italy),Games,PAL,PSX,
SCES-03713-P,Disney Peter Pan - L'Avventura nell'Isola che non c'e (Italy),Games,PAL,PSX,
SLES-00640,Star Wars - Dark Forces (Italy),Games,PAL,PSX,
SLES-00693,Excalibur 2555 A.D. (Italy),Games,PAL,PSX,
SLES-00814,Xenocracy - The Ultimate Solar War (Italy),Games,PAL,PSX,
SLES-01220,Batman & Robin (Italy),Games,PAL,PSX,
SLES-01407,Colony Wars - Vengeance (Italy),Games,PAL,PSX,
SLES-02241,Tomb Raider - The Last Revelation (Italy),Games,PAL,PSX,
SLES-02610,Star Wars - Episodio I - Jedi Power Battles (Italy),Games,PAL,PSX,
SLES-02630,Army Men - Sarge's Heroes (Italy),Games,PAL,PSX,
SLES-02707,UEFA Euro 2000 (Italy),Games,PAL,PSX,
SLES-03145,FIFA 2001 (Italy),Games,PAL,PSX,
SLES-03109,"Aztec - The Curse in the Heart of the City of Gold (Europe) (Es,It)",Games,PAL,PSX,
SLES-03160,Louvre - La Maledizione Finale (Italy) (Disc 1),Games,PAL,PSX,
SLES-13160,Louvre - La Maledizione Finale (Italy) (Disc 2),Games,PAL,PSX,
SLES-03229,Army Men - Air Attack 2 (Italy),Games,PAL,PSX,
SLES-03305,LEGO Isola 2 - La Rivincita del Briccone (Italy),Games,PAL,PSX,
SLES-03677,"Kirikou (Europe) (Es,It,Pt)",Games,PAL,PSX,
SLES-03917,Chi Vuol Essere Milionario Seconda Edizione (Italy),Games,PAL,PSX,
SLES-03970,NBA Live 2003 (Italy),Games,PAL,PSX,
SLES-03980,FIFA Football 2003 (Italy),Games,PAL,PSX,
SLES-04119,FIFA Football 2004 (Italy),Games,PAL,PSX,
SCES-02815,Chase the Express (Italy) (Disc 1),Games,PAL,PSX,
SCES-12815,Chase the Express (Italy) (Disc 2),Games,PAL,PSX,
SLES-01294,Versailles - Complotto alla Corte del Re Sole (Italy),Games,PAL,PSX,
SLES-04162,All Music Dance! (Italy),Games,PAL,PSX,
SLES-01666,Hugo (Europe),Games,PAL,PSX,
SCES-00742,RayStorm (Europe),Games,PAL,PSX,
SLES-00466,Arcade's Greatest Hits - The Atari Collection 1 (Europe),Games,PAL,PSX,
SLES-02514,NHL Blades of Steel 2000 (Europe),Games,PAL,PSX,
SLES-02758,Dracula - Resurrection (France) (Disc 1),Games,PAL,PSX,
SLES-03256,Disney Winnie l'Ourson - La Chasse au Miel de Tigrou (France),Games,PAL,PSX,
SLES-03256-P,Disney Winnie l'Ourson - La Chasse au Miel de Tigrou (France),Games,PAL,PSX,
SCED-01142,Essential PlayStation 11 (Europe),Demos,PAL,PSX,
SLPS 01699,Daisenryaku - Master Combat (Japan),Games,NTSC-J,PSX,
SLPS 02855,Daisenryaku - Master Combat (Japan),Games,NTSC-J,PSX,
SLPS 00054,Yaoi Jun'ichi Gokuhi Project - UFO o Oe!! (Japan),Games,NTSC-J,PSX,
SLPS 01840,Refrain Love 2 (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 01841,Refrain Love 2 (Japan) (Disc 2),Games,NTSC-J,PSX,
SLES-01021,"Sensible Soccer (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,PSX,
SLPS 01583,"Game Maker, The - Ureyuki 100-manbon Get da ze! (Japan)",Games,NTSC-J,PSX,
SLPS 00852,Spider - The Video Game (Japan),Games,NTSC-J,PSX,
SLPS 00711,Queen's Road (Japan),Games,NTSC-J,PSX,
SLPS 01402,Lupin 3sei (Japan),Games,NTSC-J,PSX,
SLPS 02962,Black-Matrix + (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 03415,Black-Matrix + (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 02963,Black-Matrix + (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 03416,Black-Matrix + (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPM 86224,Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPM 86225,Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPM 80109,Dengeki PlayStation D2 (Japan),Coverdiscs,NTSC-J,PSX,
SLPS 00829,Riot Stars (Japan),Games,NTSC-J,PSX,
SLPM 86651,Hunter x Hunter - Maboroshi no Greed Island (Japan),Games,NTSC-J,PSX,
SLPS 00350,Samurai Spirits - Zankurou Musouken (Japan),Games,NTSC-J,PSX,
SLPS 91514,Samurai Spirits - Zankurou Musouken (Japan),Games,NTSC-J,PSX,
SLPM 80513,Dengeki PlayStation D - Konami Fanbook (Japan),Coverdiscs,NTSC-J,PSX,
SLPS 01836,Dream Circus (Japan),Games,NTSC-J,PSX,
SLPS 03161,Ongaku Tkool 3 (Japan),Games,NTSC-J,PSX,
SLPS 02405,Art Camion - Geijutsuden (Japan),Games,NTSC-J,PSX,
SLPS 00435,Megatudo 2096 (Japan),Games,NTSC-J,PSX,
SLPM 86099,Magical Medical (Japan),Games,NTSC-J,PSX,
SLES-03171,Juega con los Teletubbies (Spain),Games,PAL,PSX,
SLES-03170,Gioca con i Teletubbies (Italy),Games,PAL,PSX,
SLES-00485,Tomb Raider (France),Games,PAL,PSX,
SLES-01204#3,Colin McRae Rally (Italy) (Rev 2),Games,PAL,PSX,
SLES-03695,Barbie - Esploratrice (Italy),Games,PAL,PSX,
SLES-01604,Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 1),Games,PAL,PSX,
SLES-11604,Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 2),Games,PAL,PSX,
SLES-21604,Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 3),Games,PAL,PSX,
SLES-03351,Dracula 2 - L'Ultimo Santuario (Italy) (Disc 1),Games,PAL,PSX,
SLES-13351,Dracula 2 - L'Ultimo Santuario (Italy) (Disc 2),Games,PAL,PSX,
SLPS 03459,TV Animation X - Unmei no Sentaku (Japan),Games,NTSC-J,PSX,
SLES-00125,Krazy Ivan (Italy),Games,PAL,PSX,
SLPS 00222,Bio Hazard (Japan) (Beta) (1996-01-31),Preproduction,NTSC-J,PSX,
SLES-03545,Nickelodeon Les Razmoket - 100% Angelica (France),Games,PAL,PSX,
SLES-02612,Guy Roux Manager 2000 (France),Games,PAL,PSX,
SLES-03269,Disney le Roi Lion - La Formidable Aventure de Simba (France),Games,PAL,PSX,
SLES-03269#,Disney le Roi Lion - La Formidable Aventure de Simba (France),Games,PAL,PSX,
SLES-03274,Star Wars - Demolition (France),Games,PAL,PSX,
SLES-02858,Sydney 2000 (France),Games,PAL,PSX,
SLES-01795,Civilization II (France),Games,PAL,PSX,
SCES-02487,Barbie - Super Sports (Europe),Games,PAL,PSX,
SLES-00505,"FIFA 97 (France) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SLES-01409,O.D.T. (France),Games,PAL,PSX,
SLES-00611,Jonah Lomu Rugby (France),Games,PAL,PSX,
SLES-01915,Sports Car GT (France),Games,PAL,PSX,
SLES-01573,"Invasion Vient de l'Espace, L' (France)",Games,PAL,PSX,
SLES-00719,Tomb Raider II - Starring Lara Croft (France),Games,PAL,PSX,
SLES-03597,"Taxi 2 (France) (En,Fr)",Games,PAL,PSX,
SLES-00861,Colony Wars (France) (Disc 1),Games,PAL,PSX,
SLES-10861,Colony Wars (France) (Disc 2),Games,PAL,PSX,
SLES-03403,Guy Roux Manager 2001 (France),Games,PAL,PSX,
SLPM 86230,Segare Ijiri (Japan),Games,NTSC-J,PSX,
SLES-02273,"Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-00124,Agile Warrior - F-111X (Europe),Games,PAL,PSX,
SLES-02942,"Castrol Honda VTR (Europe) (En,Fr,De,It)",Games,PAL,PSX,
SLES-03834,2002 FIFA World Cup (Spain),Games,PAL,PSX,
SCED-01850,Euro Demo 30 (France),Demos,PAL,PSX,
SCED-01851,Euro Demo 31 (France),Demos,PAL,PSX,
SCED-01852,Euro Demo 32 (France),Demos,PAL,PSX,
SCED-01853,Euro Demo 33 (France),Demos,PAL,PSX,
SCED-01856,Euro Demo 36 (France),Demos,PAL,PSX,
SLED-02023,Total Activision Demo (France),Demos,PAL,PSX,
SLED-01872,Total Play (France) (SLED-01872),Demos,PAL,PSX,
SCED-01858,Euro Demo 38 (France),Demos,PAL,PSX,
SCED-01859,Euro Demo 39 (France),Demos,PAL,PSX,
SCED-01860,Euro Demo 40 (France),Demos,PAL,PSX,
SLPS 01737,Susume! Kaizoku - Be Pirates! (Japan),Games,NTSC-J,PSX,
SLPS 02467,Susume! Kaizoku - Be Pirates! (Japan),Games,NTSC-J,PSX,
SLPS 00295,Mach GoGoGo (Japan),Games,NTSC-J,PSX,
SLPS 01106,"Guntu - Western Front June, 1944 - Tetsu no Kioku (Japan)",Games,NTSC-J,PSX,
SCED-01861,Euro Demo 41 (France),Demos,PAL,PSX,
SCED-01862,Euro Demo 42 (France),Demos,PAL,PSX,
SCED-02647,Euro Demo 43 (France),Demos,PAL,PSX,
SCED-02648,Euro Demo 44 (France),Demos,PAL,PSX,
SCED-02649,Euro Demo 45 (France),Demos,PAL,PSX,
SCED-02650,Euro Demo 46 (France),Demos,PAL,PSX,
SLES-03682,"David Beckham Soccer (Europe) (Fr,De,Es,It)",Games,PAL,PSX,
SLES-02562,Parasite Eve II (Italy) (Disc 1),Games,PAL,PSX,
SLES-12562,Parasite Eve II (Italy) (Disc 2),Games,PAL,PSX,
SLPM 86165,Angelique - Tenkuu no Requiem (Japan),Games,NTSC-J,PSX,
SLPM 86289,Angelique - Tenkuu no Requiem (Japan),Games,NTSC-J,PSX,
SLPM 86595,Angelique - Tenkuu no Requiem (Japan),Games,NTSC-J,PSX,
SLES-00151,Revolution X - Music Is the Weapon (Germany),Games,PAL,PSX,
SLES-01090,Skullmonkeys (Europe),Games,PAL,PSX,
SLES-01405,Colony Wars - Vengeance (France),Games,PAL,PSX,
SCES-01516,Disney Tarzan (France),Games,PAL,PSX,
SLES-02926,Tiny Toon Adventures - Toonenstein - Le Chateau hante (France),Games,PAL,PSX,
SLES-01166,World League Soccer '98 (France),Games,PAL,PSX,
SCES-01494,MediEvil (Italy),Games,PAL,PSX,
SCES-01494-T,MediEvil (Italy),Games,PAL,PSX,
SLES-01264,International Superstar Soccer Pro '98 (Italy),Games,PAL,PSX,
SCES-01568,"X-Files, The (Italy) (Disc 1)",Games,PAL,PSX,
SCES-11568,"X-Files, The (Italy) (Disc 2)",Games,PAL,PSX,
SCES-21568,"X-Files, The (Italy) (Disc 3)",Games,PAL,PSX,
SCES-31568,"X-Files, The (Italy) (Disc 4)",Games,PAL,PSX,
SCES-02288/P,Syphon Filter 2 (Italy) (Disc 1) (Rev 1),Games,PAL,PSX,
SCES-02288/T1,Syphon Filter 2 (Italy) (Disc 1) (Rev 1),Games,PAL,PSX,
SCES-12288/P,Syphon Filter 2 (Italy) (Disc 2) (Rev 1),Games,PAL,PSX,
SCES-12288/T2,Syphon Filter 2 (Italy) (Disc 2) (Rev 1),Games,PAL,PSX,
SCES-02567,Dragon Valor (Italy) (Disc 1),Games,PAL,PSX,
SCES-12567,Dragon Valor (Italy) (Disc 2),Games,PAL,PSX,
SLES-00647,BallBlazer Champions (Spain),Games,PAL,PSX,
SLES-01798,Civilization II (Spain),Games,PAL,PSX,
SLES-00864,Colony Wars (Spain) (Disc 1),Games,PAL,PSX,
SLES-10864,Colony Wars (Spain) (Disc 2),Games,PAL,PSX,
SLES-02702,Primera Division Stars (Spain),Games,PAL,PSX,
SCES-02279,Pac-Man World 20th Anniversary (Italy),Games,PAL,PSX,
SLES-03304,LEGO Insel 2 - Der Steinbrecher kehrt zurueck (Germany),Games,PAL,PSX,
SLES-00739,Arcade's Greatest Hits - The Midway Collection 2 (Europe),Games,PAL,PSX,
SLES-00350,Blam! Machinehead (France),Games,PAL,PSX,
SLES-03577,Pyjama Sam - Heros du Gouter (France),Games,PAL,PSX,
SLES-02221,Suzuki Alstare Challenge (France),Games,PAL,PSX,
SCES-02430,Space Debris (France),Games,PAL,PSX,
SLES-01319,Breath of Fire III (France),Games,PAL,PSX,
SLES-03222,Dino Crisis 2 (France),Games,PAL,PSX,
SLES-00252,Firo & Klawd (France),Games,PAL,PSX,
SLES-00920,Nuclear Strike (France),Games,PAL,PSX,
SLES-01806,Hugo 2 (France),Games,PAL,PSX,
SCES-03090,Muppet Monster Adventure (France),Games,PAL,PSX,
SLES-01983,Jeff Wayne's La Guerre des Mondes (France),Games,PAL,PSX,
SCES-00799,"Boucliers de Quetzalcoatl, Les - Les Chevaliers de Baphomet II (France)",Games,PAL,PSX,
SLES-01360,Guy Roux Football Manager Saison 97-98 (France),Games,PAL,PSX,
SLES-02982,"Petit Dinosaure, Le - Retour vers la Grande Vallee (France)",Games,PAL,PSX,
SLES-03628,Sabrina l'Apprentie Sorciere et l'Horloge Cosmique (France),Games,PAL,PSX,
SLES-01452,NASCAR 99 (France),Games,PAL,PSX,
SLES-02171,Wu-Tang - Shaolin Style (France),Games,PAL,PSX,
SCES-02483,Muppet RaceMania (France),Games,PAL,PSX,
SLES-00834,Apocalypse (France),Games,PAL,PSX,
SLES-01468,Asteroids (France),Games,PAL,PSX,
SLES-03658,100% Star (France),Games,PAL,PSX,
