serial,title,category,region,system,mapping_files
T-19720G,Virtuacall S (Japan) (Disc 1) (Game Honpen),Games,NTSC-J,SS,
T-19718G,Virtuacall S (Japan) (Disc 2) (Shokai Gentei Yobikake-kun),Games,NTSC-J,SS,
T-22402G,Bakuretsu Hunter (Japan) (Disc 1),Games,NTSC-J,SS,
T-21512G,Ayakashi Ninden Kunoichiban Plus (Japan) (Disc 2),Games,NTSC-J,SS,
T-21904G,Ousama Game (Japan) (Disc 2) (Momo Disc),Games,NTSC-J,SS,
T-21902G,Haunted Casino (Japan) (Disc C),Games,NTSC-J,SS,
T-27803G,Ojousama Express (Japan) (Disc 2),Games,NTSC-J,SS,
T-10605G,Theme Park (Japan),Games,NTSC-J,SS,
T-10618G,Shin Theme Park (Japan),Games,NTSC-J,SS,
T-32201G,Sekai no Shasou kara - I Swiss-hen - Alps Tozantetsudou no Tabi (Japan),Multimedia,NTSC-J,SS,
GS-9118,LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan),Multimedia,NTSC-J,SS,
T-20610G,Super Robot Taisen F (Japan) (Rev B) (21M),Games,NTSC-J,SS,
T-3125G,"King of Fighters '95, The (Japan) (1M)",Games,NTSC-J,SS,
T-3101G,"King of Fighters '95, The (Japan) (3M)",Games,NTSC-J,SS,
T-3110G,"King of Fighters '95, The (Japan) (3M)",Games,NTSC-J,SS,
T-17402G,QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 2),Games,NTSC-J,SS,
T-25506G,Mizuki Shigeru no Youkai Zukan Soushuuhen (Japan),Games,NTSC-J,SS,
GS-9170,Sonic R (Japan) (2M),Games,NTSC-J,SS,
T-1209G,Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan),Games,NTSC-J,SS,
MK81112-50,Sega Worldwide Soccer 97 (Europe),Games,PAL,SS,
T-7018H-50,"Skeleton Warriors (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-10501G,Kekkon - Marriage (Japan),Games,NTSC-J,SS,
T-35503G,Riven - The Sequel to Myst (Japan) (Disc 4),Games,NTSC-J,SS,
T-8117H-50,"DragonHeart - Fire & Steel (Europe) (En,Fr,De)",Games,PAL,SS,
T-7001H-50,Spot Goes to Hollywood (Europe),Games,PAL,SS,
MK81040-50,Bug Too! (Europe),Games,PAL,SS,
81065,"Lost World, The - Jurassic Park (USA)",Games,NTSC-U,SS,
T-20106G,Sentimental Graffiti (Japan) (Disc 1) (Game Disc) (2MB3),Games,NTSC-J,SS,
T-1314G,Side Pocket 3 (Japan),Games,NTSC-J,SS,
T-8807H-50,"Crimewave (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-10001H-50,In the Hunt (Europe),Games,PAL,SS,
T-8114H-50,"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
MK81082-50,Shinobi-X - Shin Shinobi Den (Europe),Games,PAL,SS,
T-5013H-18,Soviet Strike (Germany),Games,PAL,SS,
81218,Daytona USA C.C.E. Net Link Edition (USA),Games,NTSC-U,SS,
T-2304G,Playboy - Karaoke Collection Volume 2 (Japan) (2M),Multimedia,NTSC-J,SS,
T-5014H-18,Crusader - No Remorse (Germany),Games,PAL,SS,
MK81103-50,NBA Action (Europe),Games,PAL,SS,
T-1502H-50,Hebereke's Popoitto (Europe),Games,PAL,SS,
T-1221G,Rockman X4 (Japan) (1M),Games,NTSC-J,SS,
T-1222G,Rockman X4 (Japan) (1M),Games,NTSC-J,SS,
T1243G,Rockman X4 (Japan) (1M),Games,NTSC-J,SS,
T-1503H-50,"Jewels of the Oracle (Europe) (En,Ja,Fr,De)",Games,PAL,SS,
T-25412H-50,Z (Europe),Games,PAL,SS,
T-16403H-50,Worms (Europe),Games,PAL,SS,
T-7010H-50,Ghen War (Europe),Games,PAL,SS,
T-15908H-50,Off-World Interceptor Extreme (Europe),Games,PAL,SS,
MK81091-50,"Atlantis - The Lost Tales (Europe) (En,De,Es) (Disc 2)",Games,PAL,SS,
MK81091-09,Atlantis - The Lost Tales (France) (Disc 2),Games,PAL,SS,
T-2303H-50,Valora Valley Golf (Europe),Games,PAL,SS,
T-5027H-50,NBA Live 98 (Europe),Games,PAL,SS,
T-8102H-50,NBA Jam - Tournament Edition (Europe),Games,PAL,SS,
T-11505H-18,Blam! Machinehead (Germany),Games,PAL,SS,
T-7017H-50,Grid Run (Europe),Games,PAL,SS,
T-5028H-18,NASCAR 98 (Germany),Games,PAL,SS,
T-7030H-50,Super Puzzle Fighter II Turbo (Europe),Games,PAL,SS,
T-4801H-50,Virtua Racing (Europe),Games,PAL,SS,
T-8126H-50,WWF In Your House (Europe),Games,PAL,SS,
T12521H-50,"Lost Vikings 2 - Norse by Norsewest (Europe) (En,Fr,De)",Games,PAL,SS,
T-1810G,Blast Wind (Japan),Games,NTSC-J,SS,
T-8123H,Darius Gaiden (USA),Games,NTSC-U,SS,
T-8116H,Galactic Attack (USA),Games,NTSC-U,SS,
81210,Manx TT SuperBike (USA),Games,NTSC-U,SS,
80118,Custom Web Browser (Version 2) (USA),Applications,NTSC-U,SS,
80118B,Custom Web Browser (Version 2) (USA),Applications,NTSC-U,SS,
MK81207-50,Sega Rally Championship (Europe) (Made in USA),Games,PAL,SS,
MK81033-50,Three Dirty Dwarves (Europe),Games,PAL,SS,
T-15904H-50,Gex (Europe),Games,PAL,SS,
T-15902H-50,Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (Europe),Games,PAL,SS,
81067,Christmas Nights into Dreams... (USA),Games,NTSC-U,SS,
T-29601G,Gekiretsu Pachinkers (Japan),Games,NTSC-J,SS,
GS-9139,Pro Yakyuu Greatest Nine '97 (Japan) (Rev B),Games,NTSC-J,SS,
T-1501G,Myst (Japan) (Rev A),Games,NTSC-J,SS,
610-6679,Silhouette Mirage (Japan) (Demo),Demos,NTSC-J,SS,
T-8102H,NBA Jam - Tournament Edition (USA) (3S),Games,NTSC-U,SS,
T-20004G,Funky Head Boxers Plus (Japan),Games,NTSC-J,SS,
T-23502G,Code R (Japan),Games,NTSC-J,SS,
T-20103G,Sotsugyou - Graduation S (Japan),Games,NTSC-J,SS,
T-30814G,Private Idol Disc Vol. 7 - Kaori Asou (Japan),Multimedia,NTSC-J,SS,
T-7642G,EGWord Ver 2.00 (Japan),Applications,NTSC-J,SS,
T-7102G,Terra Cresta 3D (Japan) (2M),Games,NTSC-J,SS,
T-23402G,Hissatsu! (Japan),Games,NTSC-J,SS,
610-6815,Sonic R (Japan) (Demo),Demos,NTSC-J,SS,
610-6816,Shining Force III - Scenario 1 - Outo no Kyoshin (Japan) (Demo),Demos,NTSC-J,SS,
T-18010G,Courier Crisis - The Saga of the Modern Fatalist (Japan),Games,NTSC-J,SS,
T-32801G,Saturn Music School (Japan),Educational,NTSC-J,SS,
T-32803G,Saturn Music School 2 (Japan) (Rev A),Educational,NTSC-J,SS,
T-25411H-50,"Trash It (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-25401H-09,Defcon 5 (France),Games,PAL,SS,
610-6576,Core Demo Disc (Europe),Demos,PAL,SS,
790-0002-50,Core Demo Disc (Europe),Demos,PAL,SS,
610-6384-01,Gremlin Demo Disk (Europe),Demos,PAL,SS,
610-6455,Crimewave (Europe) (Demo),Demos,PAL,SS,
T-8105H-50,Street Fighter - The Movie (Europe) (2S),Games,PAL,SS,
MK81200-50,Daytona USA (Europe),Games,PAL,SS,
T-14326G,Momotarou Douchuuki (Japan) (Rev A) (11M),Games,NTSC-J,SS,
T-32903G,Silhouette Mirage (Japan) (Rev A),Games,NTSC-J,SS,
T-7612G,Winning Post 2 (Japan) (Rev A) (10M),Games,NTSC-J,SS,
GS-9150,DecAthlete (Japan) (Rev B) (20M),Games,NTSC-J,SS,
T-18903G,Digital Pinball - Last Gladiators Ver.9.7 (Japan),Games,NTSC-J,SS,
T-1112G,Layer Section (Japan) (Rev A) (11M),Games,NTSC-J,SS,
T-7607G,Teitoku no Ketsudan II (Japan),Games,NTSC-J,SS,
T-7640G,Teitoku no Ketsudan III (Japan),Games,NTSC-J,SS,
T-7618G,Taikou Risshiden II (Japan) (2M),Games,NTSC-J,SS,
T-7625G,Taikou Risshiden II (Japan) (2M),Games,NTSC-J,SS,
T-7601G,Sangokushi IV (Japan),Games,NTSC-J,SS,
T-7644G,Sangokushi IV with Power-Up Kit (Japan),Games,NTSC-J,SS,
T-7617G,Sangokushi Returns (Japan),Games,NTSC-J,SS,
T-7623G,Sangokushi V (Japan),Games,NTSC-J,SS,
T-7636G,Sangokushi V (Japan) (Rev A),Games,NTSC-J,SS,
T-7633G,Game Nihonshi - Kakumeiji Oda Nobunaga (Japan),Educational,NTSC-J,SS,
T-7643G,Nobunaga no Yabou Tenshouki with Power-Up Kit (Japan),Games,NTSC-J,SS,
T-7664G,Nobunaga no Yabou - Shouseiroku (Japan) (2M),Games,NTSC-J,SS,
T-10610G,Rabbit (Japan),Games,NTSC-J,SS,
T-10616G,Soukyuu Gurentai (Japan),Games,NTSC-J,SS,
T-1104G,Darius II (Japan) (2M),Games,NTSC-J,SS,
T-1248G,Final Fight Revenge (Japan),Games,NTSC-J,SS,
T-1249G,Final Fight Revenge (Japan),Games,NTSC-J,SS,
T-1311G,Skull Fang - Kuuga Gaiden (Japan),Games,NTSC-J,SS,
T-1807G,Thunder Force Gold Pack 1 (Japan),Games,NTSC-J,SS,
T-19902G,Metal Black (Japan) (1M),Games,NTSC-J,SS,
T-26109G,Arcade Gears Vol. 2 - Gun Frontier (Japan),Games,NTSC-J,SS,
T-4403G,Stellar Assault SS (Japan),Games,NTSC-J,SS,
T-1802G,Nekketsu Oyako (Japan),Games,NTSC-J,SS,
T-17602G,AI Shougi 2 (Japan),Games,NTSC-J,SS,
T-10606G,FIFA Soccer 96 (Japan),Games,NTSC-J,SS,
T-10619G,PGA Tour 97 (Japan),Games,NTSC-J,SS,
T-10620G,NHL 97 (Japan),Games,NTSC-J,SS,
T-10623G,WarCraft II - The Dark Saga (Japan),Games,NTSC-J,SS,
T-2003G,Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan),Games,NTSC-J,SS,
T-15028G,Transport Tycoon (Japan),Games,NTSC-J,SS,
T-7104G,Virtual Kyoutei 2 (Japan) (2M),Games,NTSC-J,SS,
T-9107G,Break Point (Japan),Games,NTSC-J,SS,
T-9506G,Eisei Meijin (Japan) (2M),Games,NTSC-J,SS,
T-9516G,Eisei Meijin II (Japan),Games,NTSC-J,SS,
T-9531G,Yoshimura Shougi (Japan),Games,NTSC-J,SS,
T-37901G,Etude Prologue - Yureugoku Kokoro no Katachi (Japan),Games,NTSC-J,SS,
T-38101G,Ojousama o Nerae!! (Japan),Games,NTSC-J,SS,
T-21303G,My Dream - On Air ga Matenakute (Japan) (Disc 2),Games,NTSC-J,SS,
T-19711G,Game de Seishun (Japan) (Rev A),Games,NTSC-J,SS,
T-21702G,Ryouri no Tetsujin - Kitchen Stadium Tour (Japan),Multimedia,NTSC-J,SS,
T-32101G,Sankyo Fever - Jikki Simulation S (Japan),Games,NTSC-J,SS,
T-32102G,Sankyo Fever - Jikki Simulation S (Japan),Games,NTSC-J,SS,
T-32104G,Sankyo Fever - Jikki Simulation S (Japan),Games,NTSC-J,SS,
T-2407G,Jissen Pachinko Hisshou-hou! Twin (Japan),Games,NTSC-J,SS,
T-29001G,Taikyoku Shougi - Kiwame II (Japan),Games,NTSC-J,SS,
T-27301G,Virtual Casino (Japan),Games,NTSC-J,SS,
T-35001G,Umanari 1 Furlong Theater (Japan),Games,NTSC-J,SS,
T-5307G,Minton Keibu no Sousa File - Doukeshi Satsujin Jiken (Japan),Games,NTSC-J,SS,
T-7017G,"Unsolved, The (Japan) (Disc 3)",Games,NTSC-J,SS,
T-30801G,Private Idol Disc Vol. 1 - Yuu Kinoshita (Japan),Multimedia,NTSC-J,SS,
T-30802G,Private Idol Disc Vol. 2 - Miki Uchiyama (Japan),Multimedia,NTSC-J,SS,
T-30803G,Private Idol Disc Vol. 3 - Akemi Ooshima (Japan) (2M),Multimedia,NTSC-J,SS,
T-30804G,Private Idol Disc - Tokubetsu-hen - Cosplayers (Japan) (2M),Multimedia,NTSC-J,SS,
T-30807G,Private Idol Disc - Tokubetsu-hen - Kogal Daihyakka 100 (Japan),Multimedia,NTSC-J,SS,
T-30809G,Private Idol Disc Vol. 4 - Mirei Kuroda (Japan),Multimedia,NTSC-J,SS,
T-15008G,"Photograph of a Crime, The - Hankou Shashin - Shibarareta Shoujo-tachi no Mita Mono wa (Japan)",Games,NTSC-J,SS,
GS-7105,Habitat II (Japan),Games,NTSC-J,SS,
T-10502G,Kekkon - Marriage - Zen'ya (Japan),Games,NTSC-J,SS,
T-1506G,Game no Tetsujin - The Shanghai (Japan),Games,NTSC-J,SS,
T-25001G,MediaROMancer - DA - Daisuke Asakura (Japan),Multimedia,NTSC-J,SS,
T-25303G,Maboroshi no Black Bass (Japan),Games,NTSC-J,SS,
T-7306G,Super Casino Special (Japan),Games,NTSC-J,SS,
T-8111G,Frank Thomas Big Hurt Baseball (Japan),Games,NTSC-J,SS,
T-8120G,WWF In Your House (Japan),Games,NTSC-J,SS,
T-17003G,Game-Ware Vol. 2 (Japan),Games,NTSC-J,SS,
T-8116G,NFL Quarterback Club '97 (Japan),Games,NTSC-J,SS,
T-7502G,Zap! Snowboarding Trix (Japan),Games,NTSC-J,SS,
T-7504G,Zap! Snowboarding Trix '98 (Japan),Games,NTSC-J,SS,
T-17006G,Game-Ware Vol. 5 (Japan) (Disc B),Multimedia,NTSC-J,SS,
T-2101G,Mahjong Ganryuujima (Japan) (4M),Games,NTSC-J,SS,
T-3001G,Honkaku 4-nin Uchi Geinoujin Taikyoku Mahjong - The Wareme de Pon (Japan),Games,NTSC-J,SS,
T-21203G,Kuro no Danshou - The Literary Fragment (Japan) (2M),Games,NTSC-J,SS,
T-14312G,Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 2) (Gekan),Games,NTSC-J,SS,
T-14324G,Koden Koureijutsu - Hyaku Monogatari - Honto ni Atta Kowai Hanashi (Japan) (Disc 2) (Gekan),Games,NTSC-J,SS,
T-30004G,Enemy Zero (Japan) (Disc 3) (Game Disc) (Satakore),Games,NTSC-J,SS,
T-7007G,Hyper 3D Pinball (Japan),Games,NTSC-J,SS,
T-22301G,Ginga Eiyuu Densetsu (Japan),Games,NTSC-J,SS,
T-22303G,Ginga Eiyuu Densetsu Plus (Japan),Games,NTSC-J,SS,
T-25415H,Courier Crisis - The Saga of the Modern Fatalist (USA),Games,NTSC-U,SS,
610-6605,D-Xhird (Japan) (2M),Games,NTSC-J,SS,
T-10307G,D-Xhird (Japan) (2M),Games,NTSC-J,SS,
T-2302G,Criticom - The Critical Combat (Japan),Games,NTSC-J,SS,
T-7009G,Grid Runner (Japan),Games,NTSC-J,SS,
T-20802G,Tetris S (Japan) (Rev A),Games,NTSC-J,SS,
T-20804G,Tetris S (Japan) (Rev A),Games,NTSC-J,SS,
T-7305G,BrainDead 13 (Japan),Games,NTSC-J,SS,
T-22405G,Worms (Japan),Games,NTSC-J,SS,
T-7002G,Chaos Control (Japan),Games,NTSC-J,SS,
T-7006G,Chaos Control Remix (Japan),Games,NTSC-J,SS,
T-20501G,Strahl - Himerareshi Nanatsu no Hikari (Japan),Games,NTSC-J,SS,
T-16612G,RoX - 6 = Six (Japan),Games,NTSC-J,SS,
T-1114G,Puzzle Bobble 2X (Japan) (2M2),Games,NTSC-J,SS,
T-21804G,"Star Bowling, The (Japan) (Disc 2)",Games,NTSC-J,SS,
T-21805G,"Star Bowling Vol. 2, The (Japan) (Disc 2)",Games,NTSC-J,SS,
T-31503G,Falcom Classics (Japan) (Disc 2) (Special CD),Bonus Discs,NTSC-J,SS,
T-12504G,Blood Factory (Japan),Games,NTSC-J,SS,
T-19713G,Houkago Ren'ai Club - Koi no Etude (Japan) (Disc 2),Games,NTSC-J,SS,
T-19714G,Houkago Ren'ai Club - Koi no Etude (Japan) (Disc 2),Games,NTSC-J,SS,
T-9529G,Tokimeki Memorial Drama Series Vol. 2 - Irodori no Love Song (Japan) (Disc 2) (2M),Games,NTSC-J,SS,
T-9532G,Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 2),Games,NTSC-J,SS,
T-14414G,Minakata Hakudou Toujou (Japan) (Disc 2),Games,NTSC-J,SS,
T-21502G,Zork I - The Great Underground Empire (Japan),Games,NTSC-J,SS,
T-23401G,Return to Zork (Japan) (Rev A) (10M),Games,NTSC-J,SS,
T-15024G,Taiheiyou no Arashi 2 - 3D Heiki Data-shuu (Japan),Bonus Discs,NTSC-J,SS,
T-15010G,Panic-chan (Japan) (Rev A) (10M),Games,NTSC-J,SS,
T-36001G,PhantasM (Japan) (Disc 8),Games,NTSC-J,SS,
GS-7101,Pad Nifty (Japan),Applications,NTSC-J,SS,
T-31301G,SegaSaturn Internet Vol. 1 (Japan),Applications,NTSC-J,SS,
T-14305G,Saturn Bomberman (Japan) (SegaNet),Games,NTSC-J,SS,
GS-7113,Puzzle Bobble 3 for SegaNet (Japan),Games,NTSC-J,SS,
GS-7106,Dennou Senki - Virtual On - Cyber Troopers for SegaNet (Japan),Games,NTSC-J,SS,
GS-7107,Dennou Senki - Virtual On - Cyber Troopers for SegaNet (Japan),Games,NTSC-J,SS,
T-19701G,Can Can Bunny Premiere (Japan) (1M),Games,NTSC-J,SS,
T-19704G,Can Can Bunny Premiere (Japan) (1M),Games,NTSC-J,SS,
T-19705,Can Can Bunny Premiere 2 (Japan) (Disc 1),Games,NTSC-J,SS,
T-19703G,Can Can Bunny Premiere 2 (Japan) (Disc 2) (Can Bani Himekuri Calendar),Bonus Discs,NTSC-J,SS,
T-19706G,Can Can Bunny Extra (Japan),Games,NTSC-J,SS,
T-25304G,Mahjong Gakuensai (Japan),Games,NTSC-J,SS,
T-25305G,Mahjong Gakuensai (Japan) (Disc 2) (Seiyuu Interview Hi CD) (Shokai Genteiban),Bonus Discs,NTSC-J,SS,
T-25306G,Mahjong Gakuensai DX - Zenjitsu ni Matsuwaru Funsenki (Japan),Games,NTSC-J,SS,
T-16501G,Super Real Mahjong P.V (Japan) (2M),Games,NTSC-J,SS,
T-16503G,Super Real Mahjong P.V (Japan) (2M),Games,NTSC-J,SS,
T-16508G,Super Real Mahjong PVI (Japan) (P's Club Special Edition),Games,NTSC-J,SS,
T-16510G,Super Real Mahjong P7 (Japan) (P's Club Special Edition),Games,NTSC-J,SS,
T-16506G,Super Real Mahjong Graffiti (Japan) (P's Club Special Edition) (2M),Games,NTSC-J,SS,
T-16512G,Real Mahjong Adventure Umi e - Summer Waltz (Japan) (P's Club Genteiban),Games,NTSC-J,SS,
610-6856,Burning Rangers (Japan) (Demo),Demos,NTSC-J,SS,
610-6802,Solo Crisis (Japan) (Demo),Demos,NTSC-J,SS,
610-6666,Mr. Bones (Japan) (Demo),Demos,NTSC-J,SS,
T-19502G,Roommate - Inoue Ryouko (Japan),Games,NTSC-J,SS,
T-19507G,Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan),Games,NTSC-J,SS,
T-19508G,Roommate W - Futari (Japan) (Disc 2),Games,NTSC-J,SS,
T-19509G,Ryouko no Oshaberi Room (Japan),Games,NTSC-J,SS,
T-12503G,Casper (Japan),Games,NTSC-J,SS,
T-16502G,Shougi Matsuri (Japan),Games,NTSC-J,SS,
T-7634G,Fushigi no Kuni no Angelique (Japan),Games,NTSC-J,SS,
T-18503G,"Psychotron, The (Japan)",Games,NTSC-J,SS,
T-5006H,Magic Carpet (USA),Games,NTSC-U,SS,
T-9104G,Ooedo Renaissance (Japan),Games,NTSC-J,SS,
GS-9190,Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (Rev B) (22M),Games,NTSC-J,SS,
T-29003G,Go III Professional - Taikyoku Igo (Japan),Games,NTSC-J,SS,
MK81123-50,"Sega Worldwide Soccer '98 - Club Edition (Europe) (En,Fr,Es) (Rev B)",Games,PAL,SS,
T-12516H-50,Tempest 2000 (Europe),Games,PAL,SS,
GS-7114,Dragon's Dream (Japan),Games,NTSC-J,SS,
T-7011H-50,BlackFire (Europe),Games,PAL,SS,
T-5014H-50,Crusader - No Remorse (Europe),Games,PAL,SS,
T-5016H-50,NHL 97 (Europe),Games,PAL,SS,
T-5011H-50,PGA Tour 97 (Europe),Games,PAL,SS,
MK81181-50,World League Soccer '98 (Europe),Games,PAL,SS,
MK81064-50,"Amok (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,SS,
MK81128-50,Steep Slope Sliders (Europe),Games,PAL,SS,
T-9509H-50,Crypt Killer (Europe) (R),Games,PAL,SS,
T-30701H-50,Pro-Pinball - The Web (Europe),Games,PAL,SS,
T-11505H-50,Blam! Machinehead (Europe),Games,PAL,SS,
T-8124H-50,"Crow, The - City of Angels (Europe)",Games,PAL,SS,
T-15913H-50,Blazing Dragons (Europe),Games,PAL,SS,
T-15911H-50,Titan Wars (Europe),Games,PAL,SS,
T-6010H-50,Impact Racing (Europe),Games,PAL,SS,
T-15909H-50,"Horde, The (Europe)",Games,PAL,SS,
T-25416H-50,Rampage - World Tour (Europe),Games,PAL,SS,
T-25413H-50,Arcade's Greatest Hits - The Atari Collection 1 (Europe),Games,PAL,SS,
MK81124-50,NBA Action 98 (Europe),Games,PAL,SS,
T-8106H-50 E,D (Europe) (Disc 2),Games,PAL,SS,
T-8119H-50,Iron Man & X-O Manowar in Heavy Metal (Europe),Games,PAL,SS,
T-8112H-50,WWF WrestleMania - The Arcade Game (Europe),Games,PAL,SS,
T-6012H-50,Highway 2000 (Europe),Games,PAL,SS,
610-6529,Swagman (Europe) (Demo),Demos,PAL,SS,
T-12511H-50,Frankenstein - Through the Eyes of the Monster (Europe),Games,PAL,SS,
T-1504H-50,Galaxy Fight (Europe),Games,PAL,SS,
MK81016-50,Mr. Bones (Europe) (Disc 2),Games,PAL,SS,
T-8107H-50,Revolution X - Music Is the Weapon (Europe),Games,PAL,SS,
MK81801-50,Riven - The Sequel to Myst (Europe) (Disc 4),Games,PAL,SS,
T-7033H-50,Street Fighter Collection (Europe) (Disc 2) (R),Games,PAL,SS,
T-8113H-50,"Alien Trilogy (Europe) (En,Fr,Es,It) (7S)",Games,PAL,SS,
T-20505G,Derby Analyst (Japan),Applications,NTSC-J,SS,
T-24904G,Fishing Koushien II (Japan),Games,NTSC-J,SS,
T-2301G,"Hyper Golf, The - Devil's Course (Japan)",Games,NTSC-J,SS,
T-18802G,Isto E Zico - Zico no Kangaeru Soccer (Japan),Games,NTSC-J,SS,
T-19723G,Kiss yori... (Japan),Games,NTSC-J,SS,
T-2406G,Jissen! Pachi-Slot Hisshou-hou! 4 (Japan),Games,NTSC-J,SS,
T-2113G,Derby Stallion (Japan),Games,NTSC-J,SS,
T-21201G,Mainichi Kawaru Quiz Bangumi - Quiz 365 (Japan),Games,NTSC-J,SS,
T-24905G,Mario Mushano no Chou Shougi Juku - Mario Mushano's Hyper Shogi School (Japan),Games,NTSC-J,SS,
T-8105G,NFL Quarterback Club '96 (Japan),Games,NTSC-J,SS,
T-26001G,Okudera Yasuhiko no Sekai o Mezase! Soccer Kids - Nyuumon-hen (Japan),Educational,NTSC-J,SS,
T-37501G,Pachinko Hall - Shinsou Daikaiten (Japan),Games,NTSC-J,SS,
T-18005G,"Seikai Risshiden - Yoi Kuni, Yoi Seiji (Japan)",Games,NTSC-J,SS,
T-20111G,Sentimental Graffiti - First Window (Japan),Games,NTSC-J,SS,
T-8114G,"Striker 96 (Japan) (En,Fr,De,Es,It)",Games,NTSC-J,SS,
T-20403G,Yoshimoto Mahjong Club (Japan),Games,NTSC-J,SS,
T-7101G,Virtual Kyoutei (Japan),Games,NTSC-J,SS,
T-2105G,Shin Kaitei Gunkan - Koutetsu no Kodoku (Japan),Games,NTSC-J,SS,
T-10604G,Senryaku Shougi (Japan),Games,NTSC-J,SS,
T-7624G,Suikoden - Tenmei no Chikai (Japan) (2M),Games,NTSC-J,SS,
T-7656G,Suikoden - Tendou Hyaku Hachi-sei (Japan),Games,NTSC-J,SS,
T-1509G,Game no Tatsujin 2 (Japan),Games,NTSC-J,SS,
T-20606G,Gekka no Kishi - Ouryuu-sen (Japan),Games,NTSC-J,SS,
GS-9014,Blue Seed - Kushinada Hirokuden (Japan),Games,NTSC-J,SS,
GS-9172,Chisato Moritaka - Watarase Bashi & Lala Sunshine (Japan) (Disc 2),Multimedia,NTSC-J,SS,
T-10309G,Eberouge (Japan) (Disc 2),Games,NTSC-J,SS,
T-25417H-50,Maximum Force (Europe),Games,PAL,SS,
MK81005-50,Virtua Fighter (Europe) (Made in EU),Games,PAL,SS,
T-19906G,BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),Games,NTSC-J,SS,
T-30302G,DeJig - Tin Toy (Japan),Games,NTSC-J,SS,
T-30303G,DeJig - Aqua World (Japan),Games,NTSC-J,SS,
T-30304G,DeJig - Lassen - Art Collection (Japan),Games,NTSC-J,SS,
T-30305G,DeJig - McKnight - Art Collection (Japan),Games,NTSC-J,SS,
T-12501G,Cyberia (Japan),Games,NTSC-J,SS,
T-1205G,Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),Games,NTSC-J,SS,
T-23101G,Daibouken - Great Adventure - St. Elmos no Kiseki (Japan),Games,NTSC-J,SS,
T-6701G,Gekitotsu Koushien (Japan),Games,NTSC-J,SS,
T-9523G,Jikkyou Powerful Pro Yakyuu S (Japan),Games,NTSC-J,SS,
T-5703G,Moero!! Pro Yakyuu '95 - Double Header (Japan),Games,NTSC-J,SS,
T-8136H-50,NFL Quarterback Club 97 (Europe),Games,PAL,SS,
T-18714G,Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi (Japan),Games,NTSC-J,SS,
T-29301G,Pup-Breeder (Japan),Games,NTSC-J,SS,
T-1808G,Thunder Force Gold Pack 2 (Japan) (Rev A),Games,NTSC-J,SS,
T-17811G,PictFlash Don Don (Japan),Educational,NTSC-J,SS,
T-15002G,Jissen Mahjong (Japan),Games,NTSC-J,SS,
T-16602G,Tadaima Wakusei Kaitaku-chuu! (Japan),Games,NTSC-J,SS,
T-20507G,Hop Step Idol (Japan),Games,NTSC-J,SS,
T-19707G,Tenant Wars (Japan),Games,NTSC-J,SS,
T-19401G,Cubic Gallery - Edy & Disy (Japan),Multimedia,NTSC-J,SS,
T-18707G,Japan Super Bass Classic '96 (Japan),Games,NTSC-J,SS,
T-26401G,Matsukata Hiroki no World Fishing (Japan),Games,NTSC-J,SS,
GS-9061,Hideo Nomo World Series Baseball (Japan),Games,NTSC-J,SS,
SGS-9061,Hideo Nomo World Series Baseball (Japan),Games,NTSC-J,SS,
T-7012G,NHL Powerplay '96 (Japan),Games,NTSC-J,SS,
T-15007G,Virtual Open Tennis (Japan),Games,NTSC-J,SS,
T-5707G,TurfWind '96 - Take Yutaka Kyousouba Ikusei Game (Japan),Games,NTSC-J,SS,
T-6009G,Yuushun - Classic Road (Japan),Games,NTSC-J,SS,
T-18703G,Shunsai (Japan),Games,NTSC-J,SS,
T-7671G,Winning Post 3 - Program '98 (Japan),Games,NTSC-J,SS,
ST-6005H,Victory Boxing (Europe) (Demo),Demos,PAL,SS,
T-11402G,Waialae no Kiseki - Extra 36 Holes (Japan),Games,NTSC-J,SS,
T-19501G,Shichuu Suimei Pitagraph (Japan) (2M),Applications,NTSC-J,SS,
T-19504G,Roommate - Ryouko in Summer Vacation (Japan) (2M),Games,NTSC-J,SS,
T-25505G,Ultraman Zukan 3 (Japan),Multimedia,NTSC-J,SS,
T-30805G,Private Idol Disc - Data-hen - Race Queen F (Japan),Multimedia,NTSC-J,SS,
